VTD,PrecinctName,HD,tot14,stw14,sth14,votes_area
270430110,Minnesota Lake,23A,243,0.542374,0.402490,0.011447
270430115,Minnesota Lake Twp,23A,73,0.500509,0.420290,0.000209
270430120,Pilot Grove Twp,23A,59,0.281246,0.189655,0.000158
270430125,Prescott Twp,23A,85,0.373210,0.305882,0.000229
270430130,Rome Twp,23A,68,0.320853,0.181818,0.000184
270430135,Seely Twp,23A,90,0.550296,0.494382,0.000243
270430140,Verona Twp,23A,161,0.316463,0.306250,0.000441
270430145,Walnut Lake Twp,23A,71,0.408996,0.342857,0.000192
270430150,Walters,27A,28,0.597056,0.518519,0.010801
270430155,Wells,27A,818,0.539443,0.381793,0.042458
270430160,Winnebago,23A,414,0.431919,0.340633,0.017308
270430165,Winnebago Twp,23A,80,0.330566,0.262500,0.000225
270450005,Amherst Twp,28B,119,0.599268,0.500000,0.000323
270450010,Arendahl Twp,28B,177,0.474899,0.456140,0.000480
270450015,Beaver Twp,28B,91,0.500407,0.300000,0.000244
270450020,Bloomfield Twp,28B,165,0.437081,0.282209,0.000448
270450025,Bristol Twp,28B,106,0.573908,0.590476,0.000286
270450030,Canton,28B,122,0.589278,0.491525,0.011604
270450035,Canton Twp,28B,109,0.560467,0.444444,0.000302
270450040,Carimona Twp,28B,155,0.494577,0.410596,0.000422
270450045,Carrolton Twp,28B,162,0.418190,0.453416,0.000415
270450050,Chatfield,28B,481,0.515084,0.403805,0.028883
270450055,Chatfield Twp,28B,199,0.473442,0.398964,0.000566
270450060,Fillmore Twp,28B,196,0.288140,0.256410,0.000544
270450065,Forestville Twp,28B,144,0.402550,0.355072,0.000387
270450070,Fountain,28B,159,0.457471,0.411392,0.015538
270450075,Fountain Twp,28B,142,0.340211,0.246479,0.000398
270450080,Harmony,28B,447,0.539039,0.480549,0.039181
270450085,Harmony Twp,28B,129,0.508896,0.395349,0.000359
270450090,Holt Twp,28B,124,0.590209,0.516667,0.000368
270450095,Jordan Twp,28B,137,0.333914,0.360294,0.000370
270450100,Lanesboro,28B,399,0.631840,0.562176,0.027073
270450105,Mabel,28B,253,0.683867,0.487705,0.051059
270450110,Newburg Twp,28B,142,0.589096,0.521127,0.000389
270450115,Norway Twp,28B,179,0.593350,0.543353,0.000486
270450120,Ostrander,28B,90,0.564391,0.454545,0.026770
270450125,Peterson,28B,134,0.659517,0.593750,0.026281
270450130,Pilot Mound Twp,28B,136,0.500884,0.455224,0.000384
270450135,Preble Twp,28B,88,0.585281,0.534091,0.000239
270450140,Preston,28B,529,0.545386,0.417625,0.020556
270450150,Preston Twp,28B,102,0.446472,0.313725,0.000286
270450155,Rushford,28B,879,0.562299,0.515294,0.051140
270450160,Rushford Village,28B,491,0.484075,0.456067,0.001412
270450165,Spring Valley,28B,873,0.449327,0.358645,0.028679
270450175,Spring Valley Twp,28B,241,0.456014,0.382979,0.000739
270450180,Sumner Twp,28B,186,0.343797,0.232044,0.000481
270450185,Whalan,28B,29,0.569402,0.464286,0.006293
270450190,Wykoff,28B,240,0.430438,0.379310,0.024973
270450195,York Twp,28B,121,0.505540,0.450000,0.000325
270470005,Albert Lea W-1 P-1,27A,1727,0.512230,0.399392,0.046711
270470015,Albert Lea W-2 P-1,27A,943,0.574760,0.485092,0.107024
270470025,Albert Lea W-3 P-1,27A,1315,0.562352,0.444980,0.044078
270470035,Albert Lea W-4 P-1,27A,1224,0.580016,0.457093,0.065807
270470045,Albert Lea W-5 P-1,27A,697,0.625429,0.523734,0.020169
270470050,Albert Lea W-6 P-1,27A,876,0.589887,0.457711,0.034428
270470060,Albert Lea Twp P-1,27A,310,0.533742,0.389655,0.001257
270470061,Albert Lea Twp P-2,27A,8,0.460714,0.375000,0.023556
270470065,Alden,27A,257,0.553230,0.425439,0.025056
270470070,Alden Twp,27A,134,0.411849,0.306452,0.000369
270470075,Bankcroft Twp,27A,489,0.488049,0.376068,0.001419
270470080,Bath Twp,27A,186,0.541148,0.380952,0.000504
270470085,Carlston Twp,27A,138,0.414315,0.278689,0.000372
270470090,Clarks Grove,27A,283,0.484890,0.359375,0.053016
270470095,Conger,27A,59,0.523851,0.326531,0.044361
270470100,Emmons,27A,161,0.631096,0.552448,0.018415
270470105,Freeborn,27A,129,0.551608,0.460177,0.072418
270470110,Freeborn Twp,27A,78,0.568683,0.383562,0.000210
270470115,Freeman Twp,27A,210,0.495428,0.350515,0.000567
270470120,Geneva,27A,206,0.525417,0.422460,0.042352
270470125,Geneva Twp,27A,176,0.448784,0.378882,0.000481
270470130,Glenville,27A,310,0.685523,0.534545,0.024963
270470135,Hartland,27A,143,0.470719,0.364341,0.038020
270470140,Hartland Twp,27A,122,0.421172,0.269565,0.000331
270470145,Hayward,27A,130,0.651359,0.469565,0.020675
270470150,Hayward Twp,27A,172,0.411566,0.285714,0.000470
270470155,Hollandale,27A,102,0.304353,0.221053,0.022390
270470160,London Twp,27B,115,0.526810,0.513043,0.000309
270470165,Manchester,27A,25,0.494118,0.411765,0.032243
270470170,Manchester Twp,27A,205,0.519120,0.382979,0.000552
270470175,Mansfield Twp,27A,120,0.552996,0.437500,0.000323
270470180,Moscow Twp,27A,268,0.490720,0.385246,0.000718
270470185,Myrtle,27B,21,0.733852,0.842105,0.020768
270470190,Newry Twp,27A,157,0.401725,0.323944,0.000422
270470195,Nunda Twp,27A,154,0.574473,0.415493,0.000431
270470200,Oakland Twp,27A,158,0.558778,0.468966,0.000426
270470205,Pickerel Lake Twp,27A,317,0.452443,0.322259,0.000863
270470210,Riceland Twp,27A,203,0.487066,0.351955,0.000548
270470215,Shell Rock Twp,27A,144,0.509529,0.380597,0.000403
270470220,Twin Lakes,27A,54,0.766366,0.695652,0.010313
270490005,Bellechester,21A,46,0.454914,0.255814,0.017719
270490010,Belle Creek Twp,21A,192,0.382145,0.228723,0.000526
270490015,Belvidere Twp,21A,183,0.392291,0.165746,0.000499
270490020,Cannon Falls P-1,21A,701,0.508232,0.412536,0.031483
270490025,Cannon Falls P-2,21A,771,0.478563,0.356291,0.032791
270490030,Cannon Falls Twp,21A,550,0.430941,0.332714,0.001589
270490035,Cherry Grove Twp,21B,146,0.352202,0.268966,0.000370
270490040,Dennison,58B,87,0.372583,0.297619,0.006856
270490045,Featherstone Twp,21A,369,0.474944,0.280654,0.001000
270490050,Florence Twp,21A,737,0.469045,0.348006,0.001768
270490055,Goodhue,21A,359,0.424941,0.232493,0.037737
270490060,Goodhue Twp,21A,211,0.291293,0.128571,0.000585
270490065,Hay Creek Twp,21A,385,0.493493,0.293506,0.001089
270490070,Holden Twp,21B,195,0.368972,0.283505,0.000526
270490075,Kenyon,21B,605,0.486275,0.352542,0.025320
270490080,Kenyon Twp,21B,165,0.420350,0.308642,0.000475
270490085,Lake City,21A,343,0.459315,0.334320,0.040340
270490090,Leon Twp,21A,447,0.471068,0.360731,0.001145
270490095,Minneola Twp,21B,291,0.418962,0.329825,0.000856
270490100,Pine Island,21B,822,0.441057,0.352723,0.024550
270490105,Pine Island Twp,21B,250,0.413117,0.318548,0.000751
270490110,Red Wing W-1 P-1,21A,683,0.531781,0.342730,0.005153
270490115,Red Wing W-1 P-2,21A,725,0.540388,0.376389,0.003420
270490125,Red Wing W-2 P-1,21A,767,0.579784,0.393140,0.097057
270490130,Red Wing W-2 P-2,21A,675,0.518650,0.337838,0.072533
270490140,Red Wing W-3 P-1,21A,807,0.635517,0.389724,0.096616
270490145,Red Wing W-3 P-2,21A,663,0.527308,0.342424,0.064432
270490155,Red Wing W-4 P-1,21A,559,0.643308,0.513514,0.024564
270490160,Red Wing W-4 P-2,21A,547,0.590436,0.422222,0.022926
270490170,Roscoe Twp,21B,332,0.354899,0.288820,0.000901
270490175,Stanton Twp,58B,474,0.431777,0.349892,0.001922
270490180,Vasa Twp,21A,378,0.547349,0.363636,0.000894
270490185,Wacouta Twp,21A,218,0.556631,0.331797,0.002183
270490190,Wanamingo,21B,382,0.372126,0.286863,0.025836
270490195,Wanamingo Twp,21B,206,0.245945,0.186275,0.000531
270490200,Warsaw Twp,58B,289,0.475131,0.364286,0.000815
270490205,Welch Twp,21A,306,0.471589,0.365449,0.000693
270490210,Zumbrota P-1,21B,544,0.493592,0.418561,0.060994
270490215,Zumbrota P-2,21B,679,0.443012,0.377049,0.035064
270490220,Zumbrota Twp,21B,265,0.369269,0.222222,0.000738
270510005,Ashby,12A,217,0.608409,0.615023,0.036706
270510010,Barrett,12A,148,0.673836,0.635135,0.006811
270510015,Delaware Twp,12A,50,0.670049,0.659574,0.000134
270510020,Elbow Lake,12A,536,0.512805,0.580038,0.028443
270510025,Elbow Lake Twp,12A,71,0.469616,0.549296,0.000192
270510030,Elk Lake Twp,12A,159,0.569292,0.541401,0.000436
270510035,Erdahl Twp,12A,205,0.520876,0.558824,0.000554
270510040,Gorton Twp,12A,26,0.558696,0.583333,0.000073
270510045,Herman,12A,173,0.644047,0.618497,0.016263
270510050,Hoffman,12A,265,0.553732,0.553846,0.010810
270510055,Land Twp,12A,120,0.571079,0.575000,0.000347
270510060,Lawrence Twp,12A,40,0.177882,0.200000,0.000108
270510065,Lien Twp,12A,77,0.517148,0.558442,0.000216
270510070,Logan Twp,12A,40,0.668772,0.625000,0.000111
270510075,Macsville Twp,12A,53,0.584979,0.528302,0.000142
270510080,Norcross,12A,35,0.609424,0.457143,0.002172
270510085,North Ottawa Twp,12A,32,0.368226,0.343750,0.000086
270510090,Pelican Lake Twp,12A,246,0.504504,0.522449,0.000675
270510095,Pomme de Terre Twp,12A,79,0.514246,0.481013,0.000213
270510100,Roseville Twp,12A,70,0.411401,0.400000,0.000188
270510105,Sanford Twp,12A,95,0.583690,0.623656,0.000270
270510110,Stony Brook Twp,12A,79,0.577708,0.582278,0.000221
270510115,Wendell,12A,72,0.620118,0.542857,0.007022
270530005,Bloomington W-1 P-7,50B,991,0.573032,0.645427,0.058367
270530010,Bloomington W-1 P-8,50B,1103,0.550642,0.627650,0.080953
270530015,Bloomington W-1 P-9,50B,730,0.651304,0.704482,0.137183
270530020,Bloomington W-1 P-10,50B,1202,0.575390,0.660473,0.117199
270530025,Bloomington W-1 P-12,50B,1241,0.577404,0.676495,0.196794
270530030,Bloomington W-1 P-14,50B,1129,0.565327,0.638989,0.134410
270530035,Bloomington W-1 P-15,50B,897,0.550059,0.636467,0.057519
270530036,Bloomington W-1 P-30,50B,1226,0.581100,0.667506,0.145975
270530040,Bloomington W-2 P-13,50B,1292,0.565271,0.650943,0.155370
270530045,Bloomington W-2 P-16,49B,1978,0.566603,0.551073,0.165294
270530050,Bloomington W-2 P-21,49B,987,0.514602,0.535934,0.131280
270530055,Bloomington W-2 P-23,49B,1193,0.613345,0.593510,0.051933
270530060,Bloomington W-2 P-24,49B,1297,0.520658,0.518663,0.144456
270530065,Bloomington W-2 P-25,49B,1074,0.418009,0.389255,0.049288
270530070,Bloomington W-2 P-26,50B,1264,0.570924,0.646341,0.098280
270530071,Bloomington W-2 P-27,49B,924,0.513165,0.509310,0.127996
270530075,Bloomington W-3 P-5,50A,1462,0.606920,0.603919,0.118081
270530080,Bloomington W-3 P-11,50B,896,0.577999,0.675706,0.051055
270530085,Bloomington W-3 P-17,49B,962,0.527812,0.514862,0.094249
270530090,Bloomington W-3 P-18,49B,851,0.484265,0.459976,0.066797
270530095,Bloomington W-3 P-19,49B,1294,0.627172,0.615082,0.106374
270530100,Bloomington W-3 P-20,50A,1209,0.606952,0.609107,0.117729
270530105,Bloomington W-3 P-22,49B,1324,0.484930,0.470904,0.091484
270530106,Bloomington W-3 P-28,49B,1241,0.501507,0.496327,0.074094
270530107,Bloomington W-3 P-29,50A,783,0.617437,0.627815,0.109396
270530110,Bloomington W-4 P-1,50B,725,0.604584,0.658640,0.016501
270530115,Bloomington W-4 P-2,50A,940,0.671723,0.679868,0.093261
270530120,Bloomington W-4 P-3,50B,1002,0.592169,0.646329,0.124149
270530125,Bloomington W-4 P-4,50A,935,0.624416,0.625971,0.094790
270530130,Bloomington W-4 P-6,50B,1227,0.592500,0.659468,0.140616
270530131,Bloomington W-4 P-31,50A,511,0.561463,0.571146,0.084222
270530132,Bloomington W-4 P-32,50B,701,0.625698,0.683140,0.084098
270530200,Brooklyn Center P-1,40B,1084,0.707608,0.694365,0.117382
270530205,Brooklyn Center P-2,40B,905,0.740855,0.729480,0.048133
270530210,Brooklyn Center P-3,40B,1237,0.683997,0.700748,0.086874
270530215,Brooklyn Center P-4,40B,1399,0.700938,0.701909,0.126209
270530220,Brooklyn Center P-5,40B,1444,0.657406,0.675906,0.114660
270530225,Brooklyn Center P-6,40B,822,0.647421,0.648923,0.054938
270530230,Brooklyn Center P-7,40B,679,0.671597,0.679818,0.119860
270530300,Brooklyn Park W-C P-1,40A,538,0.713190,0.682785,0.105061
270530305,Brooklyn Park W-C P-2,40A,779,0.641544,0.627845,0.098440
270530310,Brooklyn Park W-C P-3,40A,853,0.691663,0.684717,0.135742
270530315,Brooklyn Park W-C P-4,40A,759,0.679944,0.669421,0.104050
270530320,Brooklyn Park W-C P-5,36B,1218,0.563839,0.532326,0.112278
270530325,Brooklyn Park W-C P-6,36B,1172,0.603966,0.578397,0.080425
270530330,Brooklyn Park W-C P-7,36B,1117,0.554819,0.546789,0.056353
270530335,Brooklyn Park W-C P-8,36B,1213,0.463496,0.450586,0.072193
270530340,Brooklyn Park W-E P-1-A,40B,799,0.660743,0.664942,0.101756
270530345,Brooklyn Park W-E P-1-O,40B,907,0.637438,0.624291,0.129432
270530350,Brooklyn Park W-E P-2,40B,1095,0.625341,0.611164,0.084045
270530355,Brooklyn Park W-E P-3,40A,593,0.669664,0.646853,0.128535
270530360,Brooklyn Park W-E P-4-A,36B,1490,0.514978,0.475510,0.148403
270530362,Brooklyn Park W-E P-4-O,36B,952,0.540707,0.497881,0.139871
270530365,Brooklyn Park W-E P-5,36B,493,0.526506,0.486542,0.072681
270530370,Brooklyn Park W-E P-6-A,36B,1207,0.533599,0.506276,0.076427
270530375,Brooklyn Park W-E P-6-O,36B,1181,0.546158,0.542562,0.111132
270530395,Brooklyn Park W-W P-1-O,40A,856,0.670483,0.654964,0.039633
270530397,Brooklyn Park W-W P-1-R,40A,1292,0.647037,0.624000,0.101260
270530400,Brooklyn Park W-W P-2,40A,656,0.651267,0.611821,0.104647
270530405,Brooklyn Park W-W P-3,40A,976,0.728216,0.717949,0.107976
270530410,Brooklyn Park W-W P-4,40A,1100,0.613331,0.583411,0.063284
270530415,Brooklyn Park W-W P-5,40A,711,0.697462,0.675439,0.121848
270530420,Brooklyn Park W-W P-6,36B,324,0.605497,0.559375,0.010949
270530450,Champlin W-1 P-1,36A,2212,0.501563,0.401013,0.077158
270530455,Champlin W-2 P-1,36A,2389,0.464503,0.335894,0.084123
270530460,Champlin W-3 P-1,36A,1986,0.492973,0.358063,0.118544
270530465,Champlin W-4 P-1,36A,2065,0.491033,0.385764,0.125661
270530485,Chanhassen P-1,48A,0,0.000000,0.000000,0.000000
270530490,Chanhassen P-2,33B,0,0.000000,0.000000,0.000000
270530500,Corcoran P-1,33A,1434,0.315566,0.279593,0.008376
270530505,Corcoran P-2,33A,978,0.370892,0.328452,0.004878
270530550,Crystal W-1 P-1,45B,1223,0.618140,0.625641,0.155663
270530555,Crystal W-1 P-2,45B,489,0.632708,0.630252,0.230750
270530557,Crystal W-1 P-3,45A,373,0.569183,0.558904,0.154582
270530560,Crystal W-2 P-1,45B,1040,0.596390,0.600610,0.155131
270530565,Crystal W-2 P-2,45B,860,0.610088,0.622912,0.167301
270530567,Crystal W-2 P-3,45A,375,0.679978,0.632312,0.155984
270530570,Crystal W-3 P-1,45A,665,0.661590,0.624611,0.091338
270530575,Crystal W-3 P-2,45A,1098,0.602673,0.540338,0.180112
270530577,Crystal W-3 P-3,45B,255,0.673720,0.682731,0.169742
270530585,Crystal W-4 P-1,45A,992,0.618110,0.592746,0.082765
270530590,Crystal W-4 P-2,45A,808,0.656266,0.622307,0.118915
270530640,Dayton P-1,34A,309,0.408913,0.000000,0.003298
270530645,Dayton P-2,34A,302,0.454120,0.000000,0.005786
270530650,Dayton P-3,34A,1250,0.367210,0.000000,0.011003
270530675,Deephaven P-1,33B,919,0.391759,0.338547,0.069170
270530680,Deephaven P-2,33B,1000,0.476170,0.427094,0.089594
270530690,Eden Prairie P-1,48A,1207,0.503719,0.464074,0.109764
270530695,Eden Prairie P-2,48A,1412,0.520535,0.477405,0.101362
270530700,Eden Prairie P-3,48A,1281,0.527964,0.483065,0.101246
270530705,Eden Prairie P-4,48A,1256,0.549210,0.522486,0.096401
270530710,Eden Prairie P-5,48A,1583,0.505537,0.433657,0.175674
270530715,Eden Prairie P-6,48A,1270,0.516154,0.474535,0.117768
270530720,Eden Prairie P-7,48A,1077,0.474074,0.456790,0.073775
270530725,Eden Prairie P-8,49B,853,0.433227,0.416867,0.020638
270530730,Eden Prairie P-9,48B,1531,0.429885,0.315682,0.092850
270530735,Eden Prairie P-10,48B,1572,0.455575,0.357708,0.082957
270530740,Eden Prairie P-11,48B,748,0.588393,0.532764,0.050311
270530745,Eden Prairie P-12,48B,1317,0.578111,0.473643,0.068179
270530750,Eden Prairie P-13,48B,1189,0.523726,0.434974,0.082283
270530755,Eden Prairie P-14,48B,1889,0.476135,0.318132,0.044815
270530760,Eden Prairie P-15,48B,1353,0.497560,0.398467,0.113531
270530765,Eden Prairie P-16,48B,1842,0.462670,0.358873,0.147760
270530770,Eden Prairie P-17,48B,1164,0.429782,0.312556,0.141338
270530775,Eden Prairie P-18,48B,1839,0.375346,0.250284,0.090657
270530780,Eden Prairie P-19A,48B,1567,0.408939,0.308361,0.104866
270530785,Eden Prairie P-19B,48B,577,0.454096,0.337568,0.013690
270530850,Edina P-1A,49A,1247,0.521532,0.490612,0.122459
270530855,Edina P-1B,49A,1410,0.462668,0.441577,0.143845
270530860,Edina P-2,49A,1048,0.616468,0.598820,0.246827
270530865,Edina P-3,49A,1626,0.429813,0.400250,0.172466
270530870,Edina P-4,49A,1390,0.655582,0.632117,0.253419
270530875,Edina P-5,49A,1530,0.465070,0.436964,0.097775
270530880,Edina P-6,49A,1384,0.525899,0.519006,0.130230
270530885,Edina P-7,49A,1029,0.544083,0.539761,0.199675
270530890,Edina P-8,49A,1271,0.485774,0.477564,0.234218
270530895,Edina P-9,49A,1129,0.601802,0.587703,0.150117
270530900,Edina P-10C,49A,1038,0.428809,0.395894,0.083858
270530905,Edina P-11,49A,1410,0.535182,0.522054,0.165686
270530910,Edina P-12,49B,565,0.478809,0.517857,0.218412
270530915,Edina P-13,49B,737,0.623656,0.626389,0.114510
270530920,Edina P-14,49A,1285,0.656371,0.654517,0.224494
270530925,Edina P-15C,49A,1291,0.455488,0.437795,0.168721
270530930,Edina P-16,49A,1333,0.543395,0.521341,0.135822
270530935,Edina P-17,49A,774,0.698613,0.691489,0.138320
270530940,Edina P-18,49B,1605,0.652190,0.621173,0.372362
270530945,Edina P-19C,49B,946,0.484241,0.447284,0.052049
270530965,Excelsior P-1,33B,870,0.558655,0.523866,0.123058
270530975,Fort Snelling P-1,63B,36,0.856457,0.800000,0.000453
270530985,Golden Valley P-1A,45B,1210,0.717839,0.716610,0.100210
270530990,Golden Valley P-2A,45B,1662,0.699128,0.705112,0.080465
270531000,Golden Valley P-3C,46A,1159,0.739043,0.733921,0.101318
270531005,Golden Valley P-4,45B,1219,0.611774,0.621071,0.090013
270531010,Golden Valley P-5C,46A,1003,0.728824,0.726793,0.106451
270531015,Golden Valley P-6,45B,1314,0.659996,0.678316,0.112818
270531020,Golden Valley P-7B,45B,1337,0.655160,0.662529,0.171316
270531025,Golden Valley P-8B,46A,1244,0.687230,0.677473,0.056171
270531050,Greenfield P-1,33A,1204,0.307544,0.258883,0.005433
270531065,Greenwood P-1,33B,412,0.390629,0.359102,0.113032
270531080,Hanover P-1,30B,254,0.351806,0.300000,0.011604
270531110,Hopkins P-1,46B,802,0.692653,0.682642,0.179035
270531115,Hopkins P-2,46B,1107,0.638532,0.652712,0.105337
270531120,Hopkins P-3,46B,758,0.613497,0.615702,0.132759
270531125,Hopkins P-4,46B,827,0.739530,0.742138,0.269583
270531130,Hopkins P-5,46B,915,0.680640,0.691260,0.094545
270531135,Hopkins P-6,46B,1071,0.640032,0.635122,0.121620
270531150,Independence P-1,33A,1729,0.336025,0.302850,0.004849
270531160,Long Lake P-1,33A,793,0.500529,0.490765,0.082023
270531170,Loretto P-1,33A,286,0.349507,0.281022,0.106866
270531190,Maple Grove P-1,34A,1237,0.501171,0.000000,0.156437
270531195,Maple Grove P-2,34A,1099,0.494730,0.000000,0.155275
270531200,Maple Grove P-3,34B,917,0.508789,0.481693,0.044980
270531205,Maple Grove P-4,34A,824,0.483426,0.000000,0.014514
270531210,Maple Grove P-5,34B,1162,0.481603,0.446732,0.122470
270531215,Maple Grove P-6,34A,974,0.461144,0.000000,0.137615
270531220,Maple Grove P-7,34A,1236,0.442901,0.000000,0.099096
270531225,Maple Grove P-8,34A,1068,0.395950,0.000000,0.038566
270531230,Maple Grove P-9,34B,1276,0.452351,0.409423,0.140188
270531235,Maple Grove P-10,34B,1270,0.483808,0.466559,0.146235
270531240,Maple Grove P-11,34B,1108,0.397749,0.356812,0.066548
270531245,Maple Grove P-12,34B,960,0.490778,0.444206,0.027444
270531250,Maple Grove P-13,34B,1221,0.538566,0.493232,0.134606
270531255,Maple Grove P-14,34B,985,0.398115,0.345550,0.071931
270531260,Maple Grove P-15,34B,1042,0.496765,0.454636,0.094122
270531265,Maple Grove P-16,34B,1378,0.447962,0.443452,0.063574
270531270,Maple Grove P-17,34B,1063,0.536917,0.507317,0.100561
270531275,Maple Grove P-18,34B,1330,0.463134,0.424149,0.101718
270531280,Maple Grove P-19,34A,884,0.429174,0.000000,0.091202
270531285,Maple Grove P-20,34A,1392,0.363364,0.000000,0.079831
270531290,Maple Grove P-21,34B,971,0.404629,0.365385,0.084155
270531295,Maple Grove P-22,34A,1093,0.341439,0.000000,0.088034
270531300,Maple Grove P-23,34B,915,0.439472,0.402286,0.073762
270531335,Maple Plain P-1,33A,676,0.457726,0.443252,0.061348
270531345,Medicine Lake P-1,46A,187,0.639830,0.579545,0.105280
270531350,Medina P-1A,33A,1117,0.368867,0.340741,0.005736
270531355,Medina P-1B,33A,1457,0.311751,0.291039,0.017136
270531360,Minneapolis W-1 P-1,60A,486,0.804846,0.821739,0.065926
270531365,Minneapolis W-1 P-2,60A,1750,0.791931,0.797773,0.252103
270531370,Minneapolis W-1 P-3,60A,1566,0.804816,0.799602,0.304559
270531375,Minneapolis W-1 P-4,60A,1359,0.831418,0.833079,0.347112
270531380,Minneapolis W-1 P-5,60A,1219,0.803341,0.817332,0.137757
270531385,Minneapolis W-1 P-6,60A,1432,0.842093,0.841679,0.278695
270531390,Minneapolis W-1 P-7,60A,874,0.818238,0.805658,0.061674
270531395,Minneapolis W-1 P-8,60A,798,0.866943,0.850923,0.251124
270531400,Minneapolis W-1 P-9,60A,1251,0.859015,0.852941,0.124340
270531405,Minneapolis W-1 P-10,60A,595,0.840119,0.817241,0.056287
270531410,Minneapolis W-2 P-1,63A,1817,0.884598,0.879678,0.291027
270531415,Minneapolis W-2 P-2,63A,1040,0.938300,0.942744,0.188271
270531420,Minneapolis W-2 P-3,60B,850,0.820198,0.802764,0.095509
270531425,Minneapolis W-2 P-4,60B,701,0.711683,0.720268,0.142491
270531430,Minneapolis W-2 P-5,60B,1067,0.894703,0.840479,0.149360
270531435,Minneapolis W-2 P-6,60B,718,0.855282,0.845815,0.175756
270531440,Minneapolis W-2 P-7,60B,396,0.841807,0.828804,0.148996
270531445,Minneapolis W-2 P-8,63A,1867,0.887705,0.884361,0.265340
270531450,Minneapolis W-2 P-9,60B,690,0.897803,0.878834,0.192284
270531455,Minneapolis W-2 P-10,60B,1006,0.668976,0.682448,0.600341
270531460,Minneapolis W-3 P-1,60B,1057,0.627983,0.657725,0.440990
270531465,Minneapolis W-3 P-2,60B,988,0.847511,0.845405,0.324935
270531470,Minneapolis W-3 P-3,60B,1631,0.835284,0.818066,0.320107
270531475,Minneapolis W-3 P-4,60A,609,0.853125,0.839442,0.381551
270531480,Minneapolis W-3 P-5,60A,1010,0.817273,0.825820,0.198875
270531485,Minneapolis W-3 P-6,60A,1545,0.867169,0.865887,0.225347
270531490,Minneapolis W-3 P-7,59B,1189,0.738332,0.722764,0.581614
270531495,Minneapolis W-3 P-8,59B,956,0.743100,0.709890,0.537257
270531500,Minneapolis W-3 P-9,59B,1099,0.767066,0.739673,0.223899
270531501,Minneapolis W-3 P-10,60A,455,0.820205,0.800937,0.133882
270531502,Minneapolis W-3 P-11,59B,762,0.745831,0.718881,0.745271
270531503,Minneapolis W-3 P-12,59B,362,0.825454,0.800595,0.171203
270531505,Minneapolis W-4 P-1,59A,858,0.805614,0.799757,0.167045
270531510,Minneapolis W-4 P-2,59A,1117,0.807952,0.793814,0.110790
270531515,Minneapolis W-4 P-3,59A,519,0.841639,0.835031,0.081845
270531520,Minneapolis W-4 P-4,59A,1361,0.806714,0.802731,0.144998
270531525,Minneapolis W-4 P-5,59A,1139,0.864806,0.852806,0.198486
270531530,Minneapolis W-4 P-6,59A,835,0.855183,0.851250,0.131491
270531535,Minneapolis W-4 P-7,59A,997,0.786846,0.771338,0.178274
270531540,Minneapolis W-4 P-8,59A,1036,0.866543,0.853293,0.188881
270531555,Minneapolis W-5 P-1,59B,961,0.902513,0.878889,0.211182
270531560,Minneapolis W-5 P-2,59A,759,0.887112,0.870968,0.142171
270531565,Minneapolis W-5 P-3,59B,583,0.908279,0.865275,0.155748
270531570,Minneapolis W-5 P-4,59B,658,0.920851,0.877651,0.203722
270531575,Minneapolis W-5 P-5,59B,703,0.919168,0.875767,0.106840
270531580,Minneapolis W-5 P-6C,59B,292,0.881226,0.839844,0.053907
270531585,Minneapolis W-5 P-7,59B,617,0.928579,0.899099,0.086315
270531590,Minneapolis W-5 P-8,59A,708,0.884049,0.868502,0.072572
270531595,Minneapolis W-5 P-9,59B,693,0.912205,0.869906,0.160350
270531605,Minneapolis W-6 P-1,63A,519,0.954791,0.945233,0.435938
270531610,Minneapolis W-6 P-2,60B,1121,0.930478,0.796353,0.557538
270531615,Minneapolis W-6 P-3,60B,945,0.910136,0.585248,0.424927
270531620,Minneapolis W-6 P-4,59B,1078,0.661788,0.622039,0.424042
270531625,Minneapolis W-6 P-5,62A,507,0.908313,0.917040,0.181392
270531630,Minneapolis W-6 P-6,62A,496,0.835774,0.872774,0.223779
270531635,Minneapolis W-6 P-7,62A,364,0.882776,0.893417,0.261505
270531640,Minneapolis W-6 P-8,62A,591,0.899116,0.892100,0.222879
270531642,Minneapolis W-6 P-9,62A,801,0.916326,0.930935,0.781545
270531645,Minneapolis W-7 P-1C,59B,783,0.905065,0.895225,0.127286
270531650,Minneapolis W-7 P-2D,61A,1120,0.791021,0.781190,0.128469
270531655,Minneapolis W-7 P-3,61A,1568,0.845197,0.834235,0.315795
270531660,Minneapolis W-7 P-4D,61A,1393,0.758794,0.737968,0.179273
270531665,Minneapolis W-7 P-5,61A,1208,0.875487,0.859772,1.000000
270531670,Minneapolis W-7 P-6,59B,1114,0.745256,0.714829,0.207416
270531675,Minneapolis W-7 P-7,61A,793,0.844116,0.829620,0.128004
270531680,Minneapolis W-7 P-8,61A,1871,0.811439,0.795480,0.511104
270531685,Minneapolis W-7 P-9,61A,1506,0.859850,0.851286,0.527079
270531690,Minneapolis W-7 P-10,62A,393,0.898098,0.887240,0.506970
270531700,Minneapolis W-8 P-1,62B,688,0.906661,0.879859,0.418800
270531705,Minneapolis W-8 P-2,62B,1434,0.904681,0.893275,0.437355
270531710,Minneapolis W-8 P-3,62B,776,0.932343,0.920439,0.249937
